area_type,availability,location,size,society,total_sqft,bath,balcony,price,zone_name,bhk,price_per_sqft
Super built-up  Area,Ready To Move,hoodi,3 BHK,EsaceLe,2144.0,3.0,2.0,140.0,Mahadevapura Zone,3,6529.850746268657
Built-up  Area,Ready To Move,hoskote,2 BHK,Corus C,1065.0,2.0,3.0,33.75,Outside BBMP Zones,2,3169.0140845070423
Super built-up  Area,Ready To Move,uttarahalli,2 BHK,SLnssPr,1160.0,2.0,2.0,40.58,South Zone,2,3498.2758620689656
Super built-up  Area,Ready To Move,parappana agrahara,2 BHK,Peide L,1194.0,2.0,2.0,47.0,Bommanahalli Zone,2,3936.348408710218
Super built-up  Area,Ready To Move,2nd phase judicial layout,3 BHK,Unknown,1681.0,3.0,3.0,69.0,Unknown,3,4104.699583581201
Super built-up  Area,Ready To Move,iblur village,4 BHK,Emine P,3633.0,5.0,1.0,335.0,Mahadevapura Zone,4,9221.029452243325
Built-up  Area,Ready To Move,kanakpura road,3 BHK,PuandHi,1843.0,3.0,2.0,90.0,South Zone,3,4883.342376559956
Super built-up  Area,Ready To Move,thubarahalli,3 BHK,SaodsGr,1885.0,3.0,2.0,85.52,Mahadevapura Zone,3,4536.870026525199
Super built-up  Area,Ready To Move,r.t. nagar,2 BHK,Unknown,1500.0,2.0,2.0,45.0,Yelahanka Zone,2,3000.0
Super built-up  Area,Ready To Move,panathur,2 BHK,Unknown,1210.0,2.0,2.0,69.0,Mahadevapura Zone,2,5702.479338842975
Super built-up  Area,Ready To Move,tc palaya,2 BHK,BSersTo,1126.0,2.0,1.0,39.4,Mahadevapura Zone,2,3499.1119005328596
Super built-up  Area,Ready To Move,rayasandra,3 BHK,MJeusyl,1357.0,2.0,2.0,59.0,Bommanahalli Zone,3,4347.826086956522
Super built-up  Area,Ready To Move,whitefield,3 BHK,SMuilan,1451.0,2.0,2.0,46.4,Mahadevapura Zone,3,3197.7946243969677
Plot  Area,Ready To Move,kodigehaali,4 Bedroom,Unknown,1600.0,3.0,3.0,185.0,Yelahanka Zone,4,11562.5
Super built-up  Area,Ready To Move,hennur road,2 BHK,Mileeou,950.0,2.0,1.0,55.0,Yelahanka Zone,2,5789.473684210527
Built-up  Area,Ready To Move,bellandur,2 BHK,Srure S,960.0,2.0,2.0,48.0,Mahadevapura Zone,2,5000.0
Super built-up  Area,Ready To Move,2nd block bel layout,3 BHK,Unknown,1625.0,3.0,3.0,92.0,Unknown,3,5661.538461538462
Super built-up  Area,Ready To Move,ambalipura,3 BHK,Dimes E,1607.0,2.0,2.0,112.0,Mahadevapura Zone,3,6969.508400746733
Built-up  Area,Ready To Move,shree ananth nagar layout,2 BHK,ViortCo,1080.0,2.0,2.0,38.0,Outside BBMP Zones,2,3518.5185185185187
Super built-up  Area,Ready To Move,cooke town,3 BHK,Unknown,2300.0,3.0,1.0,250.0,East Zone,3,10869.565217391304
Super built-up  Area,Ready To Move,hosa road,4 BHK,Pamesy,1708.0,3.0,0.0,64.05,Bommanahalli Zone,4,3750.0
Built-up  Area,Ready To Move,yeshwanthpur,6 Bedroom,Unknown,2500.0,5.0,2.0,185.0,Dasarahalli Zone,6,7400.0
Super built-up  Area,Ready To Move,bellandur,3 BHK,Krala D,1690.0,2.0,2.0,116.0,Mahadevapura Zone,3,6863.905325443787
Built-up  Area,Ready To Move,rr layout,5 Bedroom,Unknown,2100.0,3.0,0.0,145.0,Outside BBMP Zones,5,6904.761904761905
Super built-up  Area,Ready To Move,4th block koramangala,2 BHK,Unknown,1269.0,2.0,2.0,97.0,Unknown,2,7643.81402679275
Super built-up  Area,Ready To Move,haralur road,2 BHK,RInceeg,1243.0,2.0,2.0,46.0,Bommanahalli Zone,2,3700.7240547063557
Built-up  Area,Ready To Move,haralur road,3 BHK,Unknown,1890.0,3.0,2.0,84.0,Bommanahalli Zone,3,4444.444444444444
Super built-up  Area,Ready To Move,btm layout,2 BHK,Unknown,1196.0,2.0,2.0,56.81,Bommanahalli Zone,2,4750.0
Super built-up  Area,Ready To Move,parappana agrahara,2 BHK,Peide L,1194.0,2.0,2.0,47.0,Bommanahalli Zone,2,3936.348408710218
Super built-up  Area,Ready To Move,old madras road,3 BHK,Brglede,1630.0,3.0,2.0,110.0,East Zone,3,6748.4662576687115
Super built-up  Area,Ready To Move,shikaripalya,2 BHK,ALtonea,1025.0,2.0,1.0,39.98,Bommanahalli Zone,2,3900.4878048780483
Super built-up  Area,Ready To Move,chikkabanavar,2 BHK,Unknown,1067.0,2.0,1.0,38.0,Dasarahalli Zone,2,3561.3870665417057
Super built-up  Area,Ready To Move,electronics city phase 1,3 BHK,Unknown,1330.0,2.0,2.0,44.0,Unknown,3,3308.2706766917295
Super built-up  Area,Ready To Move,mallasandra,3 BHK,ShnyeSy,1524.0,2.0,3.0,72.0,Dasarahalli Zone,3,4724.4094488188975
Super built-up  Area,Ready To Move,lingadheeranahalli,4 BHK,Soiewre,2236.0,4.0,2.0,153.0,Bommanahalli Zone,4,6842.57602862254
Super built-up  Area,Ready To Move,domlur,3 BHK,IBictnd,2955.0,3.0,2.0,235.0,East Zone,3,7952.622673434857
Super built-up  Area,Ready To Move,kothanur,3 BHK,Unknown,1581.0,3.0,3.0,76.0,Yelahanka Zone,3,4807.084123972169
Super built-up  Area,Ready To Move,balagere,2 BHK,Soresea,1205.0,2.0,1.0,79.0,Mahadevapura Zone,2,6556.016597510374
Super built-up  Area,Ready To Move,thyagaraja nagar,3 BHK,Unknown,1270.0,2.0,2.0,95.25,South Zone,3,7500.0
Super built-up  Area,Ready To Move,vhbcs layout,3 BHK,Unknown,1353.0,2.0,2.0,110.0,Outside BBMP Zones,3,8130.081300813008
Super built-up  Area,Ready To Move,basaveshwarnagar,3 BHK,Unknown,1250.0,2.0,1.0,70.0,West Zone,3,5600.0
Built-up  Area,Ready To Move,sarjapur road,2 BHK,Usquaya,1000.0,2.0,2.0,40.0,Bommanahalli Zone,2,4000.0
Super built-up  Area,Ready To Move,thyagaraja nagar,2 BHK,Unknown,1040.0,2.0,1.0,68.0,South Zone,2,6538.461538461538
Super built-up  Area,Ready To Move,raja rajeshwari nagar,2 BHK,GrrvaGr,1196.0,2.0,2.0,40.54,Rajarajeshwari Nagar Zone,2,3389.632107023411
Super built-up  Area,Ready To Move,kanaka nagar,2 BHK,SoersTo,900.0,2.0,1.0,40.0,South Zone,2,4444.444444444444
Super built-up  Area,Ready To Move,kudlu,1 BHK,GKityel,720.0,1.0,1.0,33.0,Bommanahalli Zone,1,4583.333333333333
Super built-up  Area,Ready To Move,thanisandra,3 BHK,Bhmesy,1573.0,3.0,2.0,115.0,Yelahanka Zone,3,7310.870947234584
Super built-up  Area,Ready To Move,sarjapur road,2 BHK,Ahriaup,1026.0,2.0,1.0,60.8,Bommanahalli Zone,2,5925.925925925926
Super built-up  Area,Ready To Move,cv raman nagar,3 BHK,Unknown,1400.0,2.0,2.0,78.0,East Zone,3,5571.428571428572
Built-up  Area,Ready To Move,banashankari stage iii,4 Bedroom,Unknown,2100.0,3.0,1.0,147.0,South Zone,4,7000.0
Super built-up  Area,Ready To Move,sarjapur road,2 BHK,Shthi S,1150.0,2.0,1.0,48.5,Bommanahalli Zone,2,4217.391304347826
Super built-up  Area,Ready To Move,raja rajeshwari nagar,3 BHK,Unknown,1500.0,3.0,2.0,88.0,Rajarajeshwari Nagar Zone,3,5866.666666666667
Super built-up  Area,Ready To Move,malleshwaram,3 BHK,Seardac,2400.0,3.0,2.0,380.0,West Zone,3,15833.333333333334
Plot  Area,Ready To Move,hrbr layout,3 Bedroom,Unknown,1200.0,3.0,2.0,240.0,East Zone,3,20000.0
Super built-up  Area,Ready To Move,kothanur,3 BHK,Somumys,1790.0,3.0,2.0,105.0,Yelahanka Zone,3,5865.921787709497
Super built-up  Area,Ready To Move,ramagondanahalli,2 BHK,SVovelm,1125.0,2.0,2.0,75.0,Mahadevapura Zone,2,6666.666666666667
Super built-up  Area,Ready To Move,marathahalli,2 BHK,Spsic C,1100.0,2.0,1.0,50.0,Mahadevapura Zone,2,4545.454545454545
Built-up  Area,Ready To Move,7th phase jp nagar,2 BHK,Unknown,1285.0,2.0,1.0,51.0,Unknown,2,3968.871595330739
Built-up  Area,Ready To Move,banaswadi,2 BHK,Shidei,1105.0,2.0,2.0,57.0,East Zone,2,5158.371040723982
Super built-up  Area,Ready To Move,thanisandra,2 BHK,Juaxyan,1110.0,2.0,2.0,46.5,Yelahanka Zone,2,4189.189189189189
Super built-up  Area,Ready To Move,dasanapura,1 BHK,Tavenew,708.0,1.0,1.0,41.0,Dasarahalli Zone,1,5790.960451977401
Super built-up  Area,Ready To Move,kudlu,2 BHK,Unknown,1027.0,2.0,2.0,44.0,Bommanahalli Zone,2,4284.323271665044
Super built-up  Area,Ready To Move,thigalarapalya,4 BHK,Prtanha,3122.0,6.0,2.0,250.0,Mahadevapura Zone,4,8007.687379884689
Super built-up  Area,Ready To Move,sarjapur road,2 BHK,Mailsaf,1205.0,2.0,2.0,37.0,Bommanahalli Zone,2,3070.539419087137
Super built-up  Area,Ready To Move,5th phase jp nagar,3 BHK,NDncysi,1450.0,2.0,2.0,73.0,Unknown,3,5034.482758620689
Plot  Area,Ready To Move,annaiah reddy layout,1 Bedroom,Unknown,540.0,1.0,0.0,22.0,Unknown,1,4074.074074074074
Built-up  Area,Ready To Move,dasarahalli,2 BHK,Prndsde,1200.0,2.0,2.0,42.0,Dasarahalli Zone,2,3500.0
Super built-up  Area,Ready To Move,kalena agrahara,3 BHK,Mykyayi,1837.0,2.0,2.0,95.0,Bommanahalli Zone,3,5171.475231355471
Built-up  Area,Ready To Move,balagere,2 BHK,Soresea,1012.0,2.0,1.0,68.0,Mahadevapura Zone,2,6719.367588932806
Super built-up  Area,Ready To Move,atmananda colony,2 BHK,Unknown,1125.0,2.0,2.0,55.0,South Zone,2,4888.888888888889
Super built-up  Area,Ready To Move,kaggadasapura,3 BHK,SraruSr,1500.0,2.0,2.0,60.0,Mahadevapura Zone,3,4000.0
Super built-up  Area,Ready To Move,harlur,2 BHK,Prncyrn,1197.0,2.0,1.0,79.9,Bommanahalli Zone,2,6675.020885547202
Super built-up  Area,Ready To Move,btm 2nd stage,2 BHK,Unknown,1100.0,2.0,2.0,47.0,Unknown,2,4272.727272727273
Super built-up  Area,Ready To Move,channasandra layout,3 BHK,Aconyit,1563.0,2.0,2.0,52.0,Mahadevapura Zone,3,3326.935380678183
Super built-up  Area,Ready To Move,hebbal kempapura,4 BHK,GonumPl,3729.0,4.0,2.0,384.0,Yelahanka Zone,4,10297.666934835077
Plot  Area,Ready To Move,sarjapur road,3 Bedroom,Krs A C,1600.0,3.0,1.0,120.0,Bommanahalli Zone,3,7500.0
Super built-up  Area,Ready To Move,green glen layout,3 BHK,SoosePr,1715.0,3.0,3.0,120.0,Mahadevapura Zone,3,6997.084548104956
Built-up  Area,Ready To Move,bannerghatta road,4 Bedroom,Unknown,2400.0,4.0,1.0,180.0,South Zone,4,7500.0
Built-up  Area,Ready To Move,uttarahalli,2 BHK,Unknown,1123.0,2.0,2.0,60.0,South Zone,2,5342.831700801425
Super built-up  Area,Ready To Move,yelahanka,2 BHK,Velas V,1315.0,2.0,3.0,77.0,Yelahanka Zone,2,5855.513307984791
Super built-up  Area,Ready To Move,poorna pragna layout,3 BHK,Unknown,1270.0,2.0,2.0,50.79,Outside BBMP Zones,3,3999.212598425197
Super built-up  Area,Ready To Move,r.t. nagar,2 BHK,Unknown,1325.0,2.0,2.0,52.0,Yelahanka Zone,2,3924.5283018867926
Super built-up  Area,Ready To Move,jakkur,3 BHK,BrdgeNo,1660.0,3.0,2.0,104.0,Yelahanka Zone,3,6265.060240963855
Super built-up  Area,Ready To Move,kodichikkanahalli,2 BHK,Peace P,1299.0,2.0,3.0,58.0,Bommanahalli Zone,2,4464.973056197075
Super built-up  Area,Ready To Move,haralur road,2 BHK,Ozensve,953.0,2.0,1.0,90.0,Bommanahalli Zone,2,9443.861490031479
Super built-up  Area,Ready To Move,gunjur,2 BHK,Paestol,1457.0,2.0,3.0,60.0,Mahadevapura Zone,2,4118.050789293068
Built-up  Area,Ready To Move,mallasandra,3 BHK,Unknown,1100.0,2.0,3.0,76.3,Dasarahalli Zone,3,6936.363636363636
Super built-up  Area,Ready To Move,yelahanka,3 BHK,Prdomt,1075.0,2.0,1.0,33.53,Yelahanka Zone,3,3119.0697674418607
Super built-up  Area,Ready To Move,kanakpura road,3 BHK,JRrnauv,1450.0,3.0,3.0,51.0,South Zone,3,3517.2413793103447
Super built-up  Area,Ready To Move,iblur village,5 BHK,Emine P,5515.0,6.0,2.0,425.0,Mahadevapura Zone,5,7706.255666364461
Super built-up  Area,Ready To Move,bellandur,1 BHK,Trows M,950.0,1.0,1.0,40.0,Mahadevapura Zone,1,4210.526315789473
Super built-up  Area,Ready To Move,amam enclave layout,2 BHK,ArBayeb,1013.0,2.0,2.0,60.0,Unknown,2,5923.000987166831
Super built-up  Area,Ready To Move,hennur road,2 BHK,Unknown,1140.0,2.0,2.0,56.0,Yelahanka Zone,2,4912.2807017543855
Super built-up  Area,Ready To Move,4th t block jayanagar,3 BHK,Unknown,2100.0,3.0,3.0,220.0,Unknown,3,10476.190476190477
Super built-up  Area,Ready To Move,yelahanka,3 BHK,Apows M,1430.0,3.0,1.0,61.0,Yelahanka Zone,3,4265.734265734266
Carpet  Area,Ready To Move,anantapura,3 BHK,Grare S,1600.0,3.0,2.0,77.0,Yelahanka Zone,3,4812.5
Super built-up  Area,Ready To Move,ayappa nagar,2 BHK,Viconth,1190.0,2.0,1.0,48.0,Mahadevapura Zone,2,4033.6134453781515
Super built-up  Area,Ready To Move,ashwath nagar,3 BHK,SJcerpe,1625.0,3.0,2.0,95.0,East Zone,3,5846.153846153846
Super built-up  Area,Ready To Move,classic paradise layout,2 BHK,Unknown,1210.0,2.0,2.0,53.0,Bommanahalli Zone,2,4380.165289256199
Super built-up  Area,Ready To Move,lakshminarayana pura,3 BHK,RothaVa,1615.0,3.0,2.0,150.0,West Zone,3,9287.925696594428
Super built-up  Area,Ready To Move,kalena agrahara,2 BHK,MancyRe,1180.0,2.0,2.0,85.0,Bommanahalli Zone,2,7203.389830508475
Plot  Area,Ready To Move,nagasandra,2 Bedroom,Unknown,1500.0,2.0,0.0,91.0,Dasarahalli Zone,2,6066.666666666667
Built-up  Area,Ready To Move,bellandur,2 BHK,Srure S,850.0,2.0,1.0,45.0,Mahadevapura Zone,2,5294.117647058823
Super built-up  Area,Ready To Move,kothanur,2 BHK,Unknown,1130.0,2.0,2.0,55.0,Yelahanka Zone,2,4867.256637168141
Super built-up  Area,Ready To Move,cv raman nagar,2 BHK,Unknown,907.0,2.0,2.0,38.0,East Zone,2,4189.636163175303
Built-up  Area,Ready To Move,hrbr layout,2 BHK,Vaaveeh,1300.0,2.0,3.0,90.0,East Zone,2,6923.076923076923
Super built-up  Area,Ready To Move,hennur road,3 BHK,SaireSa,1891.0,3.0,1.0,110.0,Yelahanka Zone,3,5817.028027498678
Super built-up  Area,Ready To Move,hennur road,3 BHK,Soncy R,1735.0,3.0,3.0,78.0,Yelahanka Zone,3,4495.677233429395
Super built-up  Area,Ready To Move,bisuvanahalli,3 BHK,Prityel,1075.0,2.0,1.0,33.0,Outside BBMP Zones,3,3069.767441860465
Super built-up  Area,Ready To Move,uttarahalli,3 BHK,Aklia R,1590.0,3.0,2.0,57.0,South Zone,3,3584.9056603773583
Plot  Area,Ready To Move,jayanti nagar,5 Bedroom,Unknown,1600.0,5.0,2.0,140.0,East Zone,5,8750.0
Built-up  Area,Ready To Move,doddakammanahalli,2 BHK,Unknown,1160.0,2.0,3.0,55.0,Outside BBMP Zones,2,4741.379310344828
Super built-up  Area,Ready To Move,tasker town,2 BHK,Unknown,930.0,1.0,1.0,55.0,East Zone,2,5913.978494623656
Built-up  Area,Ready To Move,devanahalli,2 BHK,Brrds O,1010.0,2.0,1.0,58.0,Outside BBMP Zones,2,5742.574257425743
Super built-up  Area,Ready To Move,electronic city,2 BHK,Briumri,1221.0,2.0,2.0,68.0,Bommanahalli Zone,2,5569.205569205569
Plot  Area,Ready To Move,banashankari,4 Bedroom,Unknown,2400.0,4.0,3.0,470.0,South Zone,4,19583.333333333332
Super built-up  Area,Ready To Move,banashankari stage v,2 BHK,Unknown,920.0,2.0,1.0,41.5,South Zone,2,4510.869565217391
Super built-up  Area,Ready To Move,singasandra,3 BHK,Unknown,1653.0,3.0,2.0,85.0,Bommanahalli Zone,3,5142.165759225651
Plot  Area,Ready To Move,sarjapur,4 Bedroom,Peora P,2400.0,3.0,3.0,140.0,Outside BBMP Zones,4,5833.333333333333
Super built-up  Area,Ready To Move,1st block koramangala,4 BHK,Unknown,3000.0,5.0,3.0,500.0,Unknown,4,16666.666666666668
Plot  Area,Ready To Move,kothanur,4 Bedroom,Unknown,1600.0,4.0,3.0,250.0,Yelahanka Zone,4,15625.0
Super built-up  Area,Ready To Move,electronics city phase 1,3 BHK,Saent A,1321.0,2.0,2.0,40.0,Unknown,3,3028.009084027252
Super built-up  Area,Ready To Move,kanakpura road,3 BHK,JRrnauv,1570.0,3.0,2.0,68.0,South Zone,3,4331.210191082802
Super built-up  Area,Ready To Move,nallurhalli,2 BHK,TrryaAi,1053.0,2.0,3.0,44.0,Mahadevapura Zone,2,4178.537511870845
Super built-up  Area,Ready To Move,hoysalanagar,3 BHK,PNncysi,1325.0,2.0,3.0,56.0,East Zone,3,4226.415094339623
Super built-up  Area,Ready To Move,whitefield,2 BHK,Sparam,1317.0,2.0,2.0,52.0,Mahadevapura Zone,2,3948.3675018982535
Built-up  Area,Ready To Move,lakshminarayana pura,2 BHK,RothaVa,1195.0,2.0,1.0,75.0,West Zone,2,6276.150627615063
Super built-up  Area,Ready To Move,kammasandra,2 BHK,Saineiv,940.0,2.0,2.0,35.0,Outside BBMP Zones,2,3723.404255319149
Built-up  Area,Ready To Move,budigere,3 BHK,PrityTr,1820.0,3.0,2.0,95.5,Outside BBMP Zones,3,5247.252747252747
Super built-up  Area,Ready To Move,kanakpura road,3 BHK,Unknown,1450.0,3.0,3.0,53.6,South Zone,3,3696.551724137931
Built-up  Area,Ready To Move,whitefield,3 BHK,Sudama,1615.0,3.0,0.0,96.9,Mahadevapura Zone,3,6000.0
Built-up  Area,Ready To Move,nagarbhavi,3 BHK,Unknown,2200.0,2.0,3.0,99.0,West Zone,3,4500.0
Super built-up  Area,Ready To Move,subramanyapura,2 BHK,Mayne A,985.0,2.0,1.0,62.5,South Zone,2,6345.177664974619
Built-up  Area,Ready To Move,electronics city phase 1,2 BHK,Unknown,1116.0,2.0,1.0,33.0,Unknown,2,2956.989247311828
Super built-up  Area,Ready To Move,attibele,2 BHK,Jae 2hu,656.0,2.0,1.0,25.0,Outside BBMP Zones,2,3810.9756097560976
Super built-up  Area,Ready To Move,kaggadasapura,2 BHK,SLireap,1105.0,2.0,1.0,39.5,Mahadevapura Zone,2,3574.660633484163
Super built-up  Area,Ready To Move,whitefield,2 BHK,S mesci,1220.0,2.0,1.0,55.0,Mahadevapura Zone,2,4508.196721311476
Built-up  Area,Ready To Move,hoodi,3 BHK,Macanr,1400.0,3.0,2.0,74.0,Mahadevapura Zone,3,5285.714285714285
Built-up  Area,Ready To Move,bhuvaneswari nagar,4 Bedroom,Unknown,2400.0,3.0,0.0,185.0,Unknown,4,7708.333333333333
Built-up  Area,Ready To Move,uttarahalli,2 BHK,Apmes H,1000.0,2.0,1.0,35.0,South Zone,2,3500.0
Super built-up  Area,Ready To Move,bannerghatta road,3 BHK,Unknown,1660.0,3.0,3.0,80.0,South Zone,3,4819.277108433735
Super built-up  Area,Ready To Move,uttarahalli,3 BHK,Aklia R,1330.0,2.0,1.0,57.0,South Zone,3,4285.714285714285
Super built-up  Area,Ready To Move,budigere,2 BHK,PrityTr,1153.0,2.0,2.0,56.0,Outside BBMP Zones,2,4856.895056374675
Built-up  Area,Ready To Move,bannerghatta road,2 BHK,Puentpa,1270.0,2.0,2.0,45.0,South Zone,2,3543.3070866141734
Built-up  Area,Ready To Move,rwf west colony,3 BHK,PancyRe,1427.0,2.0,2.0,85.0,Yelahanka Zone,3,5956.552207428171
Super built-up  Area,Ready To Move,banashankari stage iii,3 BHK,SaideHi,1420.0,2.0,2.0,95.0,South Zone,3,6690.140845070423
Plot  Area,Ready To Move,kothanur,4 Bedroom,Unknown,1600.0,5.0,0.0,130.0,Yelahanka Zone,4,8125.0
Super built-up  Area,Ready To Move,langford town,2 BHK,Unknown,2031.0,2.0,2.0,200.0,East Zone,2,9847.365829640572
Super built-up  Area,Ready To Move,whitefield,2 BHK,Soe 2Sa,1116.0,2.0,3.0,48.76,Mahadevapura Zone,2,4369.1756272401435
Plot  Area,Ready To Move,maruthi sevanagar,4 Bedroom,Unknown,2000.0,3.0,1.0,180.0,East Zone,4,9000.0
Super built-up  Area,Ready To Move,hessarghatta,2 BHK,StwarSi,1062.0,2.0,1.0,50.0,Dasarahalli Zone,2,4708.097928436911
Super built-up  Area,Ready To Move,mysore highway,1 BHK,Unknown,700.0,1.0,1.0,25.5,Rajarajeshwari Nagar Zone,1,3642.8571428571427
Built-up  Area,Ready To Move,doddathoguru,2 BHK,Unknown,1100.0,2.0,2.0,50.0,Bommanahalli Zone,2,4545.454545454545
Plot  Area,Ready To Move,chikka tirupathi,3 Bedroom,Theanmp,2153.0,4.0,3.0,120.0,Outside BBMP Zones,3,5573.61820715281
Plot  Area,Ready To Move,kammagondahalli,3 Bedroom,Unknown,1200.0,3.0,2.0,120.0,Dasarahalli Zone,3,10000.0
Super built-up  Area,Ready To Move,ulsoor,3 BHK,K borja,2135.0,3.0,2.0,170.0,East Zone,3,7962.529274004683
Super built-up  Area,Ready To Move,uttarahalli,2 BHK,Aklia R,1125.0,2.0,1.0,47.0,South Zone,2,4177.777777777777
Super built-up  Area,Ready To Move,2nd phase judicial layout,3 BHK,Unknown,1350.0,2.0,2.0,47.25,Unknown,3,3500.0
Built-up  Area,Ready To Move,pai layout,2 BHK,Unknown,1068.0,2.0,3.0,48.0,Mahadevapura Zone,2,4494.38202247191
Super built-up  Area,Ready To Move,doddathoguru,2 BHK,Prianhi,940.0,2.0,1.0,32.9,Bommanahalli Zone,2,3500.0
Super built-up  Area,Ready To Move,brookefield,2 BHK,Stlomg,1382.0,2.0,2.0,84.5,Mahadevapura Zone,2,6114.3270622286545
Super built-up  Area,Ready To Move,harlur,2 BHK,Unknown,936.0,2.0,1.0,45.0,Bommanahalli Zone,2,4807.692307692308
Super built-up  Area,Ready To Move,kr puram,3 BHK,RaiewLa,1400.0,2.0,3.0,60.0,Mahadevapura Zone,3,4285.714285714285
Super built-up  Area,Ready To Move,lic colony,2 BHK,Unknown,1200.0,2.0,1.0,115.0,South Zone,2,9583.333333333334
Super built-up  Area,Ready To Move,glass factory layout,3 BHK,VMlet C,1450.0,3.0,3.0,65.0,West Zone,3,4482.758620689655
Super built-up  Area,Ready To Move,kudlu,2 BHK,GKityel,1162.0,2.0,1.0,52.0,Bommanahalli Zone,2,4475.043029259897
Super built-up  Area,Ready To Move,green glen layout,3 BHK,SoosePr,1623.29,2.0,2.0,105.0,Mahadevapura Zone,3,6468.345150897252
Super built-up  Area,Ready To Move,brookefield,2 BHK,Keorai,1260.0,2.0,1.0,70.0,Mahadevapura Zone,2,5555.555555555556
Plot  Area,Ready To Move,billekahalli,4 Bedroom,Raony C,1672.0,3.0,2.0,190.0,Bommanahalli Zone,4,11363.636363636364
Plot  Area,Ready To Move,seegehalli,3 Bedroom,Akone R,3000.0,4.0,2.0,240.0,Mahadevapura Zone,3,8000.0
Super built-up  Area,Ready To Move,murugeshpalya,3 BHK,Vauna F,1500.0,2.0,0.0,70.0,East Zone,3,4666.666666666667
Plot  Area,Ready To Move,gaurava nagar,5 Bedroom,Unknown,1650.0,6.0,2.0,200.0,South Zone,5,12121.212121212122
Super built-up  Area,Ready To Move,dollars colony,3 BHK,Saent G,2000.0,3.0,3.0,200.0,West Zone,3,10000.0
Plot  Area,Ready To Move,thyagaraja nagar,1 Bedroom,Unknown,1675.0,1.0,0.0,241.0,South Zone,1,14388.059701492537
Plot  Area,Ready To Move,electronic city,3 Bedroom,EmrchAn,1200.0,3.0,2.0,150.0,Bommanahalli Zone,3,12500.0
Super built-up  Area,Ready To Move,nagarbhavi,2 BHK,Unknown,1100.0,2.0,2.0,46.2,West Zone,2,4200.0
Super built-up  Area,Ready To Move,whitefield,3 BHK,Salesni,1400.0,2.0,3.0,56.0,Mahadevapura Zone,3,4000.0
Super built-up  Area,Ready To Move,ramagondanahalli,3 BHK,DNeremo,2257.0,3.0,2.0,155.0,Mahadevapura Zone,3,6867.523260965884
Super built-up  Area,Ready To Move,budigere,2 BHK,PrityTr,1153.0,2.0,2.0,56.5,Outside BBMP Zones,2,4900.260190806592
Super built-up  Area,Ready To Move,sarjapur road,2 BHK,Ceiti I,1197.0,2.0,1.0,56.86,Bommanahalli Zone,2,4750.208855472013
Super built-up  Area,Ready To Move,siddapura,2 BHK,Vidgema,1150.0,2.0,2.0,90.0,South Zone,2,7826.086956521739
Plot  Area,Ready To Move,kumbalgodu,4 Bedroom,Unknown,3750.0,4.0,2.0,190.0,Rajarajeshwari Nagar Zone,4,5066.666666666667
Super built-up  Area,Ready To Move,bellandur,3 BHK,OriewLa,1830.0,3.0,3.0,91.86,Mahadevapura Zone,3,5019.672131147541
Super built-up  Area,Ready To Move,green glen layout,3 BHK,Soionar,1715.0,3.0,3.0,115.0,Mahadevapura Zone,3,6705.539358600583
Super built-up  Area,Ready To Move,electronic city,2 BHK,MancyEl,970.0,2.0,1.0,35.0,Bommanahalli Zone,2,3608.2474226804125
Plot  Area,Ready To Move,hebbal kempapura,4 Bedroom,Unknown,1200.0,3.0,2.0,148.0,Yelahanka Zone,4,12333.333333333334
Built-up  Area,Ready To Move,nri layout,4 Bedroom,Unknown,2700.0,5.0,1.0,95.75,Mahadevapura Zone,4,3546.296296296296
Plot  Area,Ready To Move,siddapura,3 Bedroom,PrstaLa,5480.0,4.0,2.0,400.0,South Zone,3,7299.270072992701
Built-up  Area,Ready To Move,vidyaranyapura,4 BHK,Unknown,2400.0,5.0,1.0,135.0,Yelahanka Zone,4,5625.0
Super built-up  Area,Ready To Move,sarjapur road,4 BHK,Nauha G,3040.0,4.0,2.0,135.0,Bommanahalli Zone,4,4440.789473684211
Super built-up  Area,Ready To Move,begur road,2 BHK,Dhalsh,1160.0,2.0,2.0,36.54,Bommanahalli Zone,2,3150.0
Built-up  Area,Ready To Move,mallappa layout,3 BHK,Keort F,1500.0,3.0,2.0,75.0,Unknown,3,5000.0
Plot  Area,Ready To Move,kumaraswami layout,2 Bedroom,Unknown,600.0,2.0,1.0,72.0,South Zone,2,12000.0
Super built-up  Area,Ready To Move,ramamurthy nagar,2 BHK,Apise P,935.0,2.0,2.0,39.0,Mahadevapura Zone,2,4171.122994652406
